"Operator","Aboard","Fatalities"
"Ameriflight","1","1"
"Southwest Air","7","7"
"Trans World Airlines / Private","142","2"
"Military - Angolan Air Force","22","22"
"Philippine Air Lines","293","1"
"Air Taxi - Ryan Air Service","5","5"
"American Eagle","20","15"
"Servivensa","9","7"
"Missionary Aviation Fellowship","28","28"
"Phoenix Aviation","5","5"
"Air France","239","3"
"Turkish Airlines (THY)","76","57"
"Military - Iranian Air Force","12","12"
"Merpati Nusantara Airlines","14","14"
"Intercontinental de Aviacion","52","51"
"Empire Airlines","1","1"
"Canada Jet Charters","5","5"
"West Air","1","1"
"Air Taxi - Coastal Airways Inc.","4","3"
"Air Taxi - Wolfe Air Aviation Ltd.","4","2"
"Royal Nepal Airlines","24","2"
"Abakan Airlines","19","3"
"Leadair - Charter","10","10"
"Transasia Airways","4","4"
"Las Vegas Airlines","10","8"
"ATI","3","3"
"Aeroflot","10","9"
"Union Flights","1","1"
"Kiwi West Aviation","6","6"
"Transporturile Aeriene Romane (TAROM)","60","60"
"Military - U.S. Air Force","8","8"
"Bristow Helicopters","9","1"
"IAI 1124 Westwind","3","3"
"Military - Sri Lanka Air Force","52","52"
"Bearskin Airlines / Air Sandy","8","8"
"American Jet","7","7"
"ADES Colombia","9","9"
"Military - U.S. Air Force","6","6"
"Knight Air","12","12"
"LACOL","11","2"
"Senegalair","10","6"
"ValuJet","62","0"
"Ansett New Zealand","21","5"
"Volga Air","12","12"
"Aeroflot","14","13"
"Military - Angolan Air Force","48","48"
"Harka Air Services","80","16"
"Salair","2","2"
"Air Taxi - Island Air Service","4","4"
"Garamut Aviation","3","3"
"Air Taxi - Lab Flying Service Inc.","6","6"
"Milne Bay Air","15","15"
"Merpati Nusantara Airlines","18","1"
"Military - Madagascar Air Force","34","34"
"Transniugini Airways","2","2"
"Aero Air","3","3"
"Aviateca","65","65"
"Bourag Indonesia Airlines","10","10"
"AIRES Colombia","10","10"
"AtlantiSoutheast Airlines","29","10"
"North Star Air Cargo","1","1"
"Military - Royal Air Force","7","7"
"Adventure Airlines","8","8"
"SAETA","22","21"
"Ariana Afghan Airlines","51","3"
"Military - Sri Lanka Air Force","81","81"
"Bimini Air Charter Inc.","9","5"
"Malaysia Airlines","53","34"
"Tamair","3","2"
"MIAT - Mongolian Airlines","43","42"
"Military - U.S. Air Force","24","24"
"Norilsk Flight Company","15","15"
"Western Straits Air","10","8"
"Sabang Merauke Raya Air Charter","14","1"
"Kirghizia Aba Zaoldoru","15","15"
"Air Taxi - Durango Air Service","3","3"
"Islands Nationair","13","13"
"TACSA","11","9"
"Military - Argentine Air Force","53","53"
"Nigeria Airways","137","9"
"Military - Sri Lanka Air Force","63","63"
"Sabah Air","10","10"
"Azerbaijan Airlines","6","2"
"Cameroon Airlines","78","72"
"Azerbaijani Airlines","82","54"
"Far East Aviation","98","98"
"Air St. Martin","20","20"
"Romanian Banat Air","49","49"
"Trans Service Airlift","144","141"
"American Airlines","164","160"
"Island Airways","12","2"
"Akhal Air","12","12"
"African Air","6","2"
"Mustique Airways","10","1"
"Military - Nigerian Air Force","14","14"
"Military - Sri Lanka Air Force","39","39"
"Soundsair","6","5"
"Lineas Aereas del Caribe","4","4"
"Business Air Connection","4","4"
"Alas Nacionales, leased from Birgen Air","189","189"
"Aérotaxi Cachanilla","8","8"
"Military - Taliban Militia","20","20"
"Hati Express","15","11"
"AVCOM","2","2"
"Private Wings","10","10"
"Military - Sudanese Air Force","91","91"
"Aero Tropical","8","8"
"Compania de Aviacion Faucett SA (Peru)","123","123"
"Madrid Taxi Aéreo - Charter","9","9"
"Military - Peruvian Army Aviation","23","23"
"Avia Air Aruba","8","8"
"Key West Sea Plane Service - Air Taxi","5","5"
"Military - U.S. Air Force","35","35"
"Krasnoyarskie Avialinii","20","20"
"Formosa Airlines","17","6"
"Private","3","3"
"Federal Airlines","53","53"
"Buffalo Narrows Airways","2","2"
"Aeroservicios Empresariales de Durango","19","16"
"Milne Bay Air","10","1"
"ValuJet","110","110"
"Loganair","3","3"
"Hoseba","10","10"
"Iran Air","7","7"
"Military - Australian Army Aviation","28","18"
"Garuda Indonesia Airlines","275","3"
"China Flying Dragon Aviation (Feilong Airlines)","12","2"
"Delta Air Lines","142","2"
"Milne Bay Air","20","20"
"Archana Airlines","9","9"
"Military - Belgian Air Force","41","34"
"Trans World Airlines","230","230"
"Aerolatino (Aerocaribe)","18","1"
"Northern Air Cargo","4","4"
"Myanmar Airways","49","8"
"First Air","2","2"
"Air North","3","1"
"Military - U.S. Air Force","9","9"
"Harbour Air","3","3"
"Spair Air Transport","12","12"
"Vnokovo Airlines","141","141"
"Helisul Taxi Aéreo","2","2"
"Air Taxi - Stearns Air Alaska","5","3"
"Dutch Dakota Association","32","32"
"Aeroperu","70","70"
"Malu Aviation","21","6"
"Savanair","19","6"
"Aeroflot","23","2"
"Air Taxi - Seaside Air Service","3","3"
"Telford Aviation","8","8"
"Million Air","4","4"
"Tyumen Aviatrans","34","5"
"TAM (Brazil)","95","95"
"Transported Areos Profesionales - TAPSA","16","16"
"Jetcom S.A.","8","8"
"ALADA","16","16"
"Aviation Development Corporation","143","143"
"Saudi Arabian Airlines / Kazastan Airlines","349","349"
"Kismayo Airlines","8","8"
"Komi Avia","15","14"
"United Express  / Private","14","14"
"Military - U.S. Air Force","11","10"
"Ethiopian Airlines","175","127"
"ArctiTransportation Services","1","1"
"Military - Russian Air Force","23","23"
"ACES Colombia","15","14"
"Dirgantara Air Services","17","16"
"Emery Worldwide","2","2"
"Military - Russian Air Force","18","18"
"SELVA","4","4"
"Airborne Express","6","6"
"Military - Indian Air Force","22","22"
"Aircraft Charter Group Inc","2","2"
"Tar Heel Aviation","2","2"
"Polynesian Airlines","5","3"
"Comair","29","29"
"Southcentral Air","2","1"
"Skypower Express Airways","16","5"
"Air Senegal","52","25"
"Force Area Populaire de Angola","37","37"
"Military - Israel Air Force /Military -  Israel Air Force","73","73"
"Varig","52","1"
"Transpolar","5","5"
"Air Georgian","1","1"
"Air Pereira","4","4"
"Military - Iranian Air Force","88","88"
"Stavropol Airlines","50","50"
"Military - U.S. Air Force","10","3"
"Custom Air Service","2","2"
"Hageland Aviation Services","5","5"
"TAAG Angola Airlines","7","3"
"Azerbaijan Airlines","6","6"
"Military - Niger Air Force","14","14"
"Merpati Nusantara Airlines","53","15"
"Military - Afghan Republican Air Force","36","36"
"China Southern Airlines","74","35"
"Bazair","27","27"
"MIAT - Mongolian Airlines","12","7"
"Elbee Airlines","2","2"
"Air Taxi","5","4"
"Military - Colombian Army","29","25"
"TAM (Brazil)","60","1"
"Cubana de Aviacion","44","44"
"Haines Airways - Air Taxi","6","4"
"Sempati Air","50","30"
"Goroka Air Services","4","2"
"Singapore Airlines","2","2"
"ADC Airlines","55","1"
"Air Littoral","17","1"
"Korean Airlines","254","229"
"Fine Air","4","4"
"Formosa Airlines","16","16"
"Private","2","2"
"Air taxi","5","5"
"Air taxi - TAM","2","2"
"SATENA","12","12"
"Vietnam Airlines","66","65"
"Borneo Airways","10","10"
"TMK Air Commuter","22","22"
"Military - Luftwaffe / Military - USAF","33","33"
"Garuda Indonesia Airlines","234","234"
"SceniAirlines","9","9"
"Naysa Aerotaxis","9","8"
"Austral Lineas Aeras (Argentina)","74","74"
"Military - Republiof China Air Force","5","5"
"Private","1","1"
"Ariana Afghan Airlines","26","2"
"","6","3"
"Hageland Aviation Services","8","8"
"Military - Russian Air Force","23","23"
"Sowind Air","17","4"
"STAP","19","10"
"Tajikistan Airlines","86","85"
"Terry Air Inc.","3","3"
"Aerosweet Airlines (LVOV)","70","70"
"SilkAir","104","104"
"Military - Greek Air Force","5","5"
"Renan Airways","5","5"
"United Air Lines","393","1"
"Parsa","10","10"
"Mountain Air Cargo","1","1"
"Ariana Afghan Airlines","51","51"
"Aeroservice International","2","2"
"Myanmar Airways","45","16"
"Cebu PacifiAir","104","104"
"Military - U.S. Marine Corps","2","0"
"Air Luxor","7","7"
"Military - Spanish Air Force","5","5"
"Military - Sudan Air Force","57","27"
"China Airlines (Taiwan)","196","196"
"Baron Aviation","1","1"
"Corporate Air","1","1"
"Air Memphis","6","6"
"Formosa Airlines","13","13"
"Ariana Afghan Airlines","45","45"
"Philippine Air Lines","127","0"
"Fuerza Aérea del Peru","55","22"
"Linea Aérea Mexicana de Carga","4","2"
"Air France","53","53"
"Fuerza Aérea del Peru","88","75"
"Military - Mauritanian Air Force","42","39"
"Military - Lao People's Liberation Army Air Force","26","26"
"Air Taxi - US Helicopters Inc.","5","5"
"MIAT - Mongolian Airlines","28","28"
"Propair","11","11"
"Air Taxi - Ohana Helicopter Tours","6","6"
"ATI Aircompany","8","8"
"Alas del Sur","3","3"
"Ukraine Aviation Transport Company","10","10"
"Military - Mexican Air Force","4","4"
"Plane Sailing","18","4"
"Swifair","2","2"
"Selva Taxi Aero","24","5"
"Alliance Airlines","6","6"
"Minerva Airlines","31","4"
"Proteus Air / Private","15","15"
"Harbour Air Seaplanes Ltd.","5","5"
"Alada","13","1"
"Vincent Aviation","10","5"
"Lumbini Airways","18","18"
"Air Anguilla","11","11"
"Speed Service Couriers","2","1"
"Myanmar Airways","44","44"
"Cubana de Aviacion","91","70"
"Permaviatrans","24","24"
"Swissair","229","229"
"Rusts Flying Service Inc.","5","5"
"Military - Pakistan Air Force","5","5"
"Savanair","5","1"
"Military - Tentara Nasional Indonesia Navy","9","9"
"Air taxi - Air Safaris Inc.","3","3"
"Paukn Air","38","38"
"Cabo Verde Airlines","22","1"
"Lionair","55","55"
"Servivensa","27","1"
"Congo Airline","41","41"
"Ararat Avia","37","0"
"Capital Taxi Aereo","3","3"
"TanaMana Aviation","11","4"
"Living Water Teaching Ministries Charter","18","11"
"Sakha Airlines","13","13"
"Paradise Air","9","9"
"Private","1","1"
"Regency Express Air","2","2"
"","6","4"
"Yates Aviation","1","1"
"Air Satellite","10","7"
"Myanmar Airways","8","8"
"Thai Airways","146","102"
"Khors Aircompany","11","11"
"Zanex","10","1"
"SELVA","5","5"
"Transafrik","14","14"
"Transafrik - United Nations Charter","9","9"
"Channel Express","2","2"
"Military - German Air National Guard","4","4"
"Kelowna Flightcraft Air Charter","2","2"
"Uzu Air","4","3"
"Necon Air","12","4"
"Fuerza Aérea Nicaragua","28","28"
"Savannair","14","14"
"Airlink","11","11"
"Air Karibu","7","7"
"Ameriflight","1","1"
"China Southwest Airlines","61","61"
"Military - Indian Air Force","19","19"
"ALIANSA Colombia","8","8"
"Provincial Airlines","2","1"
"Manacá Táxi Aéreo","5","5"
"Turkish Airlines (THY)","6","6"
"Aerotaca","5","5"
"Korean Air","3","3"
"Vanair","12","7"
"Military - Malaysian Air Force","5","5"
"Malindi Air Services","2","2"
"American Airlines","145","11"
"Military - Sudan Air Force","50","50"
"PacifiAirways","1","1"
"Air Taxi - Coastal Helicopters Inc.","7","7"
"Airlink","17","17"
"Blue Water Aviation Services","2","1"
"Nightexpress","2","2"
"LANC Colombia","18","5"
"Lufthansa Cargo Airlines","5","5"
"Aero Jet Express","4","4"
"Private","3","3"
"La Costena","16","16"
"All Nippon Airways","517","1"
"Military - U.S. Army","7","7"
"Air Fiji","17","17"
"Private","10","10"
"TACV-Cabo Verde Airlines","18","18"
"Regionnair","4","1"
"China Airlines (Taiwan)","315","3"
"Uni Air","96","1"
"Uzbekistan Airways","33","2"
"LAPA, Lineas Aereas Privadas Argentinas","103","64"
"Northern Air (Tanzania)","12","12"
"Edinburgh Air Charter","11","8"
"Air Taxi - New England Airlines","5","3"
"Necon Air","15","15"
"Greek Government","13","7"
"Norte Jet Táxi Aéreo","2","2"
"Military - Mexican Air Force","5","5"
"Big Island Airlines","10","10"
"Aramco Associated Company","20","12"
"Avioriprese Jet Executive","3","3"
"Military - Venezuelan Army","6","6"
"Private charter","6","6"
"EgyptAir","217","217"
"Air Taxi - Stanley Air Taxi","4","4"
"Military - People's Liberation Army","16","16"
"TAESA","18","18"
"Si Fly - U.N. charter","24","24"
"DHL Aviation Africa","4","4"
"Tashkent Aircraft Production Corporation","7","5"
"Charter - Flightline Charter Services","9","9"
"Air Taxi - Grant Aviation Inc.","6","6"
"Asian Spirit","17","17"
"College of the Ozarks","6","6"
"Charter - Twin Air HB","8","8"
"Military - U.S. Air Force","94","3"
"SATA","35","35"
"Cubana de Aviacon","314","16"
"Bankair","3","3"
"Kivu Air Services","2","2"
"Korean Air","4","4"
"Indian Airlines","189","1"
"Cubana de Aviacion","22","22"
"Skyline Airways","10","10"
"Ecuato Guineana de Aviacion","6","6"
"Skypower Express Airways","16","1"
"Crossair","10","10"
"Avisto","41","22"
"TACA","20","5"
"Top Air - Air Taxi","4","4"
"Kenya Airways","179","169"
"Military - Centrafricain Airlines","24","24"
"Military - Philippine Air Force","15","14"
"Alaska Airlines","88","88"
"Military - IslamiRepubliof Iran Air Force","8","8"
"Air Taxi - Iliamna, Air Taxi Inc.","6","6"
"Emery Worldwide","3","3"
"Southwest Airlines","142","0"
"Vologodskiye Airlines","9","9"
"Points North Air Services","2","2"
"Aeroperlas","10","10"
"Military - Ejército del Aire","",""
"Sky Cabs","8","6"
"Uralex","33","3"
"Taxval","1","1"
"Universal Jet Aviation","3","3"
"Air Philippines","131","131"
"North Coast Aviation","4","4"
"Northern Executive Aviation","5","2"
"Trans Guyana Airways","1","1"
"Price Aircraft Company","6","6"
"Avirex","10","3"
"Executive Airlines","19","19"
"Philippine Air Lines","298","1"
"Streamline","2","1"
"Whyalla Airlines","8","8"
"Ghana Airlink","52","7"
"ANT Air Taxi","5","5"
"Air taxi - Jao Air Taxi","4","4"
"Wuhan Airlines","44","44"
"Military - Japanese Air Self-Defence Force","5","5"
"Aerocaribe","19","19"
"CORAL Colombia","19","13"
"Win Win Aviation","3","1"
"Indian Airlines/Alliance Airlines","58","55"
"Airwave Transport","2","2"
"Allied Air Freight","2","2"
"Blue Hawaiian Helicopters","7","7"
"Air France","109","109"
"Military - Royal Jordanian Air Force","13","13"
"Royal Nepal Airlines","25","25"
"Air taxi - Lider Air Taxi","6","6"
"Military - Fuerza Aérea de Chile","14","14"
"Patuxent Airways / Private","11","11"
"Staer Air","27","27"
"RCMP-GRC Air Services","2","2"
"Air Taxi","3","3"
"Gulf Air","143","143"
"Big Island Airlines","9","1"
"SANSA","10","10"
"Military - Fuerza Aérea Colombiana","7","7"
"Charter - Central Air","8","8"
"Military - Sri Lanka Air Force","14","14"
"Cape Smythe Air Service","10","5"
"Aeromexico","88","0"
"Servicio Aereo Manchupo","6","6"
"Summit Air Charters","3","3"
"Empire Airlines","1","1"
"Bombardier Aerospace","3","2"
"Private","3","3"
"Lao Aviation","17","8"
"Military - Russian Air Force","86","86"
"Singapore Airlines","179","83"
"Aca-Ancargo","44","44"
"Malu Aviation","11","2"
"Superior Aviation","1","1"
"Asa Pesada","57","57"
"American Airlines","114","1"
"Mayoral Executive Jet","2","1"
"Skydive Salt Lake - Charter","9","9"
"MajestiAir Cargo","2","2"
"Rutaca Airlines","24","24"
"North Bay Charter","10","10"
"Lineas Aereas Suramericanas","6","3"
"Northern Illinois Flight Center","6","2"
"E.A.S. Aeroservizi","3","3"
"Gum Air Charter","10","10"
"Loganair","2","2"
"Air taxi - Cuiaba Air Taxi","6","6"
"Thai Airways","5","1"
"Military - Florida Army National Guard","21","21"
"Vnukovo Airlines","174","3"
"Sociedade de Aviacao Ligeira Charter","17","16"
"Air Caraibes","19","19"
"Merpati Nusantara Airlines","3","3"
"Jetwingsco Inc. - Private Charter","18","18"
"Jet Wings","1","1"
"Military - Sudan Air Force","30","14"
"SFC Vietnam - Charter - Full Account","16","16"
"Private - Techint  group","10","10"
"Military - Turkish Air Force","34","34"
"Fuerza Aérea Argentina","5","5"
"Faraz Qeshm Airlines","30","30"
"Military - Russian Air Force","7","7"
"Manunggal Air","19","1"
"Vladivostokavia","145","145"
"Private  - Daewoo Shipbuilding","12","8"
"Private - OverteCompany","13","13"
"Russ Air Transport Company","10","10"
"Air Taxi","6","6"
"Naske Air","3","3"
"Papillon Grand Canyon Helicopters of Las Vegas","7","6"
"Victoria Airlines","11","4"
"Canadian Air Transat","304","0"
"Ameristar Jet Charter","2","2"
"Blackhawk Int. Airways  - Private charter","9","9"
"Binter Mediterráneo","47","4"
"United Air Lines","44","44"
"American Airlines","64","64"
"American Airlines","92","92"
"United Air Lines","65","65"
"Aero Ferinco Charter","19","19"
"TAM (Brazil)","82","1"
"AtlantiAirlines","13","9"
"Aeronautical Services - Air Taxi","3","3"
"Sibir Airlines","78","78"
"Scandinavian Airlines (SAS) / Private","114","114"
"Air Saint Maurice Inc.","7","3"
"PenAir","10","10"
"Flightline","10","10"
"Perimeter Airlines","3","2"
"Air Taxi - Continental Air Taxi","6","3"
"ERA Aviation - Air Taxi","5","3"
"American Airlines","260","260"
"Charter - IRS Aero","27","27"
"Universal Jet Aviation","2","2"
"ELK Aviation Co. (leased from Eminex)","17","2"
"Crossair","33","24"
"MK Airlines","13","1"
"SANSA","8","3"
"Military - Russian, cargo","18","18"
"Air Carriers","2","2"
"Air Cargo Express","2","2"
"Eagle Air","6","6"
"Heliandes","16","16"
"Eagle Air","2","2"
"BAL Bremerhaven Airline","9","8"
"Air Taxi - Air Taxi Inc.","5","5"
"Agco Corp","5","5"
"Military - U.S. Air Force","7","7"
"Ibertrans Aérea","3","3"
"Procuraduría General de la República","17","5"
"Garuda Indonesia Airlines","62","1"
"Petroproducción","26","26"
"Air Fiordland","6","6"
"Military - Angolan  Air Force","40","5"
"TAME","92","92"
"Military - U.S. Air Force","2","2"
"Iran Air Tours","117","117"
"Tiramavia","10","1"
"Military - Russian Navy","20","17"
"Military - U.S. Army","10","10"
"Svedijos Prekés","3","3"
"Charter - Aerotaxi","17","17"
"Priorty Air Charter","1","1"
"Djibouti Airlines","4","4"
"Air Taxi","4","4"
"Tadair","2","2"
"Air China","166","128"
"Air taxi","6","6"
"SELVA Colombia","8","3"
"Private","6","6"
"Private","20","8"
"EAS Airlines (Executive Airline Services)","77","74"
"EgyptAir","62","14"
"China Northern Airlines","112","112"
"Sky Executive Air Services","5","5"
"China Airlines (Taiwan)","225","225"
"Trigana Air Service","6","6"
"Airquarius Aviation - Charter","3","3"
"Military - Angolan Armed Forces","25","20"
"Marco Zero Air Taxi","5","5"
"Keystone Air Services Ltd. - Air Taxi","8","1"
"Military - U.S. Air Force","10","3"
"Bashkirian Airlines / DHL Worldwide Express","71","71"
"Private","2","2"
"Prestige Airlines (Cargo) Charter","27","25"
"Air Taxi - Bigfoot Air of Alaska, LLC","4","4"
"Sabang Merauke Raya Air Charter","10","10"
"Bristow Helicopters","11","11"
"Skyline Airways","4","4"
"Military - Ukraine Air Force","2","0"
"Pulkovo Aviation Enterprise","16","14"
"Military - U.S. Air Force","10","10"
"Military - Sri Lanka Air Force","5","5"
"Military - Russian Air Force","147","121"
"Shangri La Air","18","18"
"Vostok Aviakompania","16","16"
"Care Flight International","5","1"
"Rico Taxi Aéreo","31","23"
"CAAC Air TraffiManagement Bureau","3","3"
"Airco Charters - Air Taxi","2","2"
"Aero Pantanal - Air Taxi","6","6"
"Total  Air Lines","2","2"
"Deraps Aviation","4","3"
"Military - Indian Navy","12","12"
"American Virginia","5","1"
"Mid-AtlantiFreight","1","1"
"Aviation Charter - Air Taxi","8","8"
"Luxair","22","20"
"Dirgantara Air Services","10","7"
"Richmor Aviation","2","2"
"Laoag International Airlines","34","19"
"Eagle Aviation","20","1"
"Raytheon Aircraft","3","3"
"Island Airways Ltd.","8","8"
"Military - U.S. Army","22","17"
"Planemasters","1","1"
"Transasia Airways","2","2"
"Aeromist-Kharkiv","44","44"
"Telford Aviation","1","1"
"Military - Brazilian Air Force","16","3"
"Ocean Airlines","16","1"
"Turkish Airlines (THY)","80","75"
"US Air Express/Air Midwest","21","21"
"TANS Airlines","46","46"
"Aerocom","7","7"
"African Commuter Services","13","3"
"Euro Asia Aviation","6","6"
"Volare Aviation Enterprise","8","8"
"Enimex","3","2"
"Air Taxi - Great Northern Aircraft Co.","7","3"
"Military - IslamiRevolution's Guards Corps","275","275"
"Military - Pakistan Air Force","17","17"
"Private - Kabanov - skydiving","25","11"
"Air Algerie","103","102"
"PT Air Regional","16","4"
"Morris Hancock Flying Club - Charter","3","3"
"Ukrainian Cargo Airlines -  Congolese Army Charter","200","129"
"Ukranian-Mediterranean Airlines","75","75"
"McKinley Air Service - Air Taxi","4","4"
"Eurojet Italila","2","2"
"Air Taxi - Marco Zero Air Taxi","5","5"
"Charter - Air Adventures New Zealand Ltd","10","8"
"Astro Air Taxi","4","4"
"Paradise Tour Helicopters","4","4"
"Brit Air","24","1"
"Military - IslamiRepubliof Iran Air Force","7","7"
"Hallo Bay Air - Air Taxi","3","3"
"ComvaAviation","4","4"
"Military - Algerian Air Force","4","4"
"Heringer Air Taxi","4","4"
"BHS - Brazilian Helicopter Services","5","5"
"Sudan Airways","117","116"
"Air Sunshine","10","2"
"Ruiban & Duran Compania Aérea","10","4"
"Ryan Blake Air Charter","14","14"
"Jack Harter Helicopters","5","5"
"Jet Pro","2","2"
"Servicios Aeronauticos Sucre (SASCA)","16","1"
"Khalatyrka","20","20"
"Tropical Airways","21","21"
"US Airways Express","2","2"
"Wasaya Airways","8","8"
"Ameristar Jet Charter","2","1"
"Military - Mexican Air Force","6","6"
"Sundance Helicopters","7","7"
"Les Ailes de Gaspé Inc.","3","3"
"Air taxi - Rumo Notre Air Taxi","4","4"
"Air Freight New Zealand","2","2"
"Transmandu","2","1"
"CATA Linea Aerea","5","5"
"Aeroextra","3","3"
"FedEx","1","1"
"Military - U.S. Army","36","15"
"Trans Guyana Airways","7","2"
"Heliwork WA Pty Ltd. - Air Taxi","4","4"
"Ameriflight","1","1"
"Military - Congolese Air Force","24","20"
"Huron Air","3","2"
"Líneas Aéreas Suramericanas","3","3"
"Pavair","2","2"
"Union des Transports Aeriens de Guinee","161","140"
"Flash Air","148","148"
"Uzbekistan Airways","37","37"
"Georgia Express","10","10"
"Tassili Airlines","5","1"
"Military - Government of Macedonia","9","9"
"Kish Airlines","46","43"
"City-Jet","6","6"
"Air taxi","4","4"
"Azov Avia Airlines","7","3"
"Military - United States Marine Corps","4","4"
"Dodita Air Cargo","2","1"
"Military - United States Air Force","5","5"
"Air Taxi","6","6"
"Air Ambulance - Med-Trans Corp.","5","4"
"Procuradoria General de la Republica","7","7"
"Venezuelian Government","7","7"
"Aerotransportes Petroleros","7","3"
"Charter - Air Cush","10","6"
"El Magal Aviation","7","7"
"Rico Linhas Aereas","33","33"
"Aray-Avia","12","1"
"AZAL Cargo Company","7","7"
"Blue Bird Aviation","2","2"
"Yeti Airlines","3","3"
"Gabon Express","30","19"
"Air taxi - Aero Air Taxi","4","4"
"United Nations -  UTair Charter","24","24"
"Air Trek","6","6"
"Capital Airlines Inc.","2","2"
"BHS - Brazilian Helicopter Service  Air Taxi","11","6"
"Airlines of PNG","3","2"
"Air Taroma","2","1"
"Alpine Air Express","2","2"
"Transworld Safaris","3","3"
"Military - Venezuelan Air Force","25","25"
"Sibir Airlines","46","46"
"Volga-Avia Express","41","41"
"Mavrik Aire Transport","3","1"
"Jett Paqueteria SA","2","2"
"Military - Greek Army","17","17"
"Air Flamence","1","1"
"Sarit Airlines","4","4"
"Business Jet Services","3","3"
"Presidental Airways Inc. - Air Taxi","6","6"
"Pinnacle Airlines/Northwest Airlink","2","2"
"MK Airlines","7","7"
"Aerovanguardia","3","3"
"PacifiAir","2","2"
"Corporate Airlines (American Connection)","15","13"
"Private - Hendrick Motorsports Inc.","10","10"
"Med Flight Air Ambulance - Private","5","5"
"Venezolana","21","3"
"China Eastern Airlines","53","53"
"Glow Air/Air Castle - Charter","6","3"
"Lion Air","154","26"
"Grand Aire","2","2"
"Salmon Air - Air Taxi","2","2"
"SAVIARE S.A. - Air Taxi","6","6"
"Guardia Nacional de Venezuela","16","16"
"NHR Táxi-Aéreo","2","2"
"Airline Transport","7","1"
"Military - Colombian government","20","20"
"Tura Air Enterprise","9","9"
"AirNow","1","1"
"Military - U.S. Marines","31","31"
"Farnair Hungary","2","2"
"Military - Royal Air Force","10","10"
"Kam Air","104","104"
"Air West","7","7"
"Action Air Express Inc. - Air Taxi","2","2"
"Circuit City Stores - Charter","8","8"
"Missionary Aviation Fellowship","13","2"
"Indonesian National Police","18","15"
"Air Global","2","2"
"Loganair","2","2"
"Regional Airlines","52","28"
"Air Transport","8","8"
"West Caribbean Airways","14","8"
"Military - U.S. Air Force","9","9"
"GT Air","18","18"
"Saha Airline Services","169","3"
"Military - Fuerza Del Peru","13","13"
"Airwork","2","2"
"Kisangani Airlift","11","10"
"Aero-Tropics","15","15"
"Transportes Aereos Don Carlos - Charter","10","10"
"Military - Zambia Air Force","13","13"
"Charter - Maniema Union (owner Victoria Air)","27","27"
"Marsland Aviation","42","7"
"Ecuatair","60","60"
"Air France","309","0"
"Tuninter","39","16"
"Copterline","14","14"
"Helios Airways","121","121"
"West Caribbean Airways","160","160"
"TANS Peru","98","40"
"Kavatshi Airlines","11","11"
"Mandala Airlines","117","99"
"Air Kasai","14","14"
"Viaçao Cometa","2","2"
"Wayumi Air Taxi","4","4"
"Heli-USA Airways, In- Air Taxi","6","4"
"Wimbi Dira Airways","100","2"
"Morningstar Air Express","1","1"
"Bellview Airlines","117","117"
"Ivolga Avia","8","8"
"Military - IslamiRepubliof Iran Air Force","94","94"
"Southwest Airlines","103","0"
"Sosoliso Airlines","109","108"
"Chalk's Ocean Airways","20","20"
"Azerbaijan Airlines","23","23"
"Trigana Air Service","12","12"
"Skyward Aviation","2","2"
"Evolga","3","3"
"Service Air","6","6"
"Military - Iranian Revolutionary Guard Corps Air Force","11","11"
"Military - Slovak Air Force","43","42"
"SoniBlue Airways","8","3"
"Air Cargo Carriers","3","3"
"TriCoastal Air","1","1"
"Aerovalles","6","6"
"Military - Fuerza Aérea Argentina","6","6"
"Ameriflight","2","2"
"ATESA","14","5"
"Team Air","19","19"
"Military - Kenya Air Force","17","14"
"Military - Lybian Arab Air Force","6","6"
"Yug Avia","5","4"
"U.S. Government (leased)","16","2"
"King Air Charter","3","3"
"Armavia","113","113"
"Saskatchewan Government Northern Air Operations","3","1"
"Air São Tomé","4","4"
"International Jet Charter","5","2"
"Military - Chinese Air Force","40","40"
"Air Taxi - MajestiAlliance","2","2"
"Military - Chadian Air Force","7","5"
"Yeti Airlines","9","9"
"Naturelink","3","1"
"Himmelsschreiber","6","5"
"Mango Airlines","5","5"
"Sibir (S7)","203","128"
"Pakistan International Airlines","45","45"
"Tracep","17","17"
"Aerosucre Colombia","5","5"
"AirNow","1","1"
"Air Algerie","3","3"
"Pulkovo Airlines","170","170"
"Comair","50","49"
"Iran Air Tours","148","29"
"Military - Royal Air Force","14","14"
"Military - Russian Army","15","12"
"Military - Nigerian Air Force","18","13"
"Gol Airlines / Private","161","154"
"AtlantiAirways","16","4"
"Military - Russian Air Force/Uzbekistan Airways","15","15"
"ADC Airlines","105","96"
"Military - Iranian Revolutionary Guard Corps Air Force","38","38"
"Air ambulance - Mercy Air Services","3","3"
"PenAir","2","2"
"Air Charter - Tanzanian Air Services","6","3"
"Adam Air","102","102"
"DJB Air Charter","10","1"
"Moldovan Aeriantur-M Air Cargo","35","34"
"Ameristar Jet Charter","2","2"
"SunQuest Executive Air Charter","2","2"
"Military - US Army","12","12"
"Regional Compagnie Aerienne Europeenne","54","0"
"Air Turks & Caicos","6","1"
"Metro Aviation","3","3"
"Garuda Indonesia Airlines","140","22"
"Heli-USA Airways","7","4"
"Inter-Island","5","1"
"","4","4"
"UTAir Airlines","57","6"
"Transaviaexport Airlines","11","11"
"Air Services","5","3"
"Military - Russian","18","18"
"Kenya Airways","114","114"
"Military - French Air Force","9","9"
